Image Link,Name,Location,Type,Avg Cost,Area,Rooms,Description,Page No
https://mediacdn.99acres.com/media1/17100/7/342007818M-1643607084412.jpg,The Greater Good,Mohamadwadi,Apartment,"₹ 61.29 L₹ 7,847/sq.ft.",781 sq.ft. (73 sq.m.) Carpet Area,2 BHK2 Baths,"The Greater Good offers 2 BHK flats in Mohamadwadi, Pune. These are an under construction flats. There are a total of 2 towers in the project. The project is a nicely designed and offers an excellent infrastructure to the residents. It spreads across a carpet area of 781.0 sq. ft. You can now get it for Rs. 61.29 Lac. The Greater Good offers inclusion of essential amenities like Letter Box, RO ...more",3
https://mediacdn.99acres.com/media1/17145/8/342908656M-1643966601472.jpg,Kumar 47 East,Mundhwa,Apartment,Price on Request,667-828 sq.ft. (62-77 sq.m.) Carpet Area,2 BHK2 Baths,"Kumar 47 East is a new launch project, offering 2 BHK flats in Mundhwa, Pune. These flats have a carpet area in the range of 667.36 sq. ft. to 828.82 sq. ft. The price is available on request. It is well connected to the city areas and features a large number of amenities to fit your needs. It is equipped with highlights such as Jogging Track, Lift(s), Paved Compound, Car Parking, Gymnasium, et...more",3
https://mediacdn.99acres.com/media1/17145/5/342905326M-1643966029011.jpg,Sukhwani Skylines,Wakad,Apartment,"₹ 67.56  - 69.61 L₹ 6,848/sq.ft.","985-1,017 sq.ft. (92-94 sq.m.) Super built-up Area",2 BHK2 Baths,"Let your dream of owning a flat come true with Sukhwani Skylines. It offers an exclusive range of 2 BHK flats in Wakad, Pune. They are available at price of Rs. 67.56 Lac - Rs. 69.61 Lac and have a super built-up area of 985.66 sq. ft. to 1017.0 sq. ft. The project is a secured gated community that further has 24x7 security systems. It has round the clock power back up as well as features many ...more",3
https://mediacdn.99acres.com/media1/17134/8/342688558M-1643878585795.jpg,Sankalp Shivansh Residency,Kiwale,Apartment,₹ 30 L,460 sq.ft. (43 sq.m.) Carpet Area,1 BHK,"Sankalp Shivansh Residency is an under construction project, offering a great 1 BHK flat in Kiwale, Pune. The unit has a carpet area of 460.0 sq. ft. and is available at a price of Rs. 30 Lac. Sankalp Shivansh Residency is well connected to the city areas and features a large number of amenities to fit your needs. It is equipped with highlights such as Solar Water Heating, Car Parking, Power Ba...more",3
https://mediacdn.99acres.com/media1/16999/16/339996980M-1642575510330.jpg,Pristine Greens,Moshi,Apartment,₹ 61.24  - 64.94 L,934-996 sq.ft. (87-93 sq.m.) Carpet Area,3 BHK3 Baths,"Pristine Greens is a new launch project, offering 3 BHK flats in Moshi, Pune. These flats have a carpet area in the range of 934.0 sq. ft. to 996.0 sq. ft. and are available at an economical price of Rs. 61.24 Lac - Rs. 64.94 Lac. It is well connected to the city areas and features a large number of amenities to fit your needs. It is equipped with highlights such as Gymnasium, Amphitheatre, Sol...more",3
https://mediacdn.99acres.com/media1/16817/2/336342408M-1640676634569.jpg,Aishwaryam Hamara,Chikhali,Apartment,"₹ 36.99  - 44.68 L₹ 10,231/sq.ft.",361-436 sq.ft. (34-41 sq.m.) Carpet Area,2 BHK,"Aishwaryam Hamara is a ready to move project, offering 2 BHK flats in Chikhali, Pune. These flats have a carpet area in the range of 361.56 sq. ft. to 436.58 sq. ft. and are available at an economical price of Rs. 36.99 Lac - Rs. 44.68 Lac. It is well connected to the city areas and features a large number of amenities to fit your needs. It is equipped with highlights such as Reflexology Park, ...more",3
https://mediacdn.99acres.com/media1/17303/18/346078898M-1645527899220.jpg,VJ IndiLife,Pashan,Flats,₹ 24.95  - 48.95 L,184-397 sq.ft. (17-37 sq.m.) Carpet Area,1 BHK1 Bath,"Vj indilife is a residential development in pashan, pune. The project is built by vilas javdekar developers. They provide 3bhk apartments with all necessities. 
 
Features 
Internal roads and driveways. 
Underground water tank and pump room. 
Drainage system. 
Water tanks, sumps, motors, ducts and all apparatus connected with installation for common use.more",3
https://mediacdn.99acres.com/media1/17143/18/342878140M-1643961304094.jpg,Kohinoor Sapphire,Tathawade,Apartment,"₹ 48.71  - 58.64 L₹ 7,657/sq.ft.",655-750 sq.ft. (61-70 sq.m.) Carpet Area,2 BHK2 Baths,"Enjoy a blissful living experience in Kohinoor Sapphire. This residential project encompasses 2 BHK flats in Tathawade, Pune and brings you the best of both the worlds – excellent aesthetics and exemplary lifestyle. Its unique highlights include facilities like Car Parking, Gymnasium, Multipurpose Hall, Senior Citizen Sitout, Visitors Parking and many others. All of these and the other features...more",3
https://mediacdn.99acres.com/media1/16999/16/339996952M-1642575510055.jpg,Pristine Greens,Moshi,Apartment,₹ 45.38  - 51.53 L,671-773 sq.ft. (62-72 sq.m.) Carpet Area,2 BHK2 Baths,"Pristine Greens is a new launch project, offering 2 BHK flats in Moshi, Pune. These flats have a carpet area in the range of 671.0 sq. ft. to 773.0 sq. ft. and are available at an economical price of Rs. 45.38 Lac - Rs. 51.53 Lac. It is well connected to the city areas and features a large number of amenities to fit your needs. It is equipped with highlights such as Toddler Pool, Lift(s), Inter...more",3
https://mediacdn.99acres.com/media1/16685/7/333707358M-1639379844094.jpg,Newton Homes Tathawade,Tathawade,Apartment,₹ 66.01  - 69 L,809-826 sq.ft. (75-77 sq.m.) Carpet Area,3 BHK,"Own a 3 BHK apartment in Newton Homes Tathawade, Tathawade, Pune for a comfortable living. With a carpet area of 809.0 sq. ft. to 826.0 sq. ft., these 3 BHK apartments are available at a price range of Rs. 66.01 Lac to Rs. 69 Lac. Newton Homes Tathawade is meticulously designed to bring you an awe-inspiring lifestyle and convenience. It hosts a series of facilities like a Vastu Compliant, 24/7 ...more",3
https://mediacdn.99acres.com/media1/16411/18/328238528M-1636719451399.jpg,Shapoorji Joyville Hadapsar Annexe,Shewalewadi,Apartment,₹ 38.9 L,430 sq.ft. (40 sq.m.) Carpet Area,1 BHK,"Enjoy a blissful living experience in Shapoorji Joyville Hadapsar Annexe. This residential project encompasses 1 BHK apartments in Shewalewadi, Pune and brings you the best of both the worlds – excellent aesthetics and exemplary lifestyle. Its unique highlights include facilities like Open Space, Piped Gas, CCTV Camera Security, Skating Rink, Creche/Day care and many others. All of these and th...more",3
https://mediacdn.99acres.com/media1/16112/4/322244228M-1633589122210.jpg,SBM Aviva,Hinjewadi,Apartment,"₹ 1.27 Cr₹ 8,814/sq.ft.","1,446 sq.ft. (134 sq.m.) Carpet Area",3 BHK,"Book your 3 BHK flat in Hinjewadi, Pune with SBM Aviva. It has a carpet area of 1446.45 sq. ft. and is available at a price of Rs. 1.27 Crore. It is an under construction property. SBM Aviva has 2 towers and features an array of facilities including a Car Parking, Paved Compound, 24x7 Security, DTH Television and Power Back up Lift. Further the property assures of 24/7 power back up and water s...more",3
https://mediacdn.99acres.com/media1/17134/8/342688564M-1643878585796.jpg,Sankalp Shivansh Residency,Kiwale,Apartment,₹ 42.99 L,683 sq.ft. (63 sq.m.) Carpet Area,2 BHK,"Sankalp Shivansh Residency is a residential project, offering a range of 2 BHK flats in Kiwale, Pune. It hosts exclusively designed towers, each presenting an epitome of class and simplicity. We bring you a chance to book your 2 BHK flat that has a carpet area of 683.0 sq. ft. It is an under construction property. With an impressive layout and a comprehensive range of amenities like Rain Water ...more",3
https://mediacdn.99acres.com/media1/16665/9/333309216M-1639130989037.jpg,ARV Regalia,NIBM,Apartment,"₹ 53.8 L₹ 7,309/sq.ft.",736 sq.ft. (68 sq.m.) Carpet Area,2 BHK,"ARV Regalia is a new launch project, offering a great 2 BHK flat in NIBM, Pune. The unit has a carpet area of 736.0 sq. ft. and is available at a price of Rs. 53.8 Lac. ARV Regalia is well connected to the city areas and features a large number of amenities to fit your needs. It is equipped with highlights such as 24x7 Security, Fire Fighting Systems, Yoga/Meditation Area, 24/7 Water Supply, Ta...more",3
https://mediacdn.99acres.com/media1/16332/8/326648528M-1635768333939.jpg,Kumar Samruddhi4.5 ★,Vishrantwadi,Apartment,"₹ 99.7 L₹ 9,960/sq.ft.","1,001 sq.ft. (93 sq.m.) Carpet Area",3 BHK,"Book a spectacular property in Kumar Samruddhi that brings 3 BHK apartments in Vishrantwadi, Pune. We have a 3 BHK apartment with a carpet area of 1001.0 sq. ft., available at an economical price of Rs. 1 Crore. A close attention has been paid to each detail for a comfortable living. There are 16 towers in Kumar Samruddhi. Further, you can stay assured of Gymnasium, Car Parking, Vastu Compliant...more",3
https://mediacdn.99acres.com/media1/16609/17/332197600M-1638611957866.jpg,Anshul Kanvas,Wagholi,Apartment,"₹ 43.79 L₹ 6,799/sq.ft.",644 sq.ft. (60 sq.m.) Carpet Area,2 BHK2 Baths,"Anshul Kanvas is a ready to move project, offering a great 2 BHK flat in Wagholi, Pune. The unit has a carpet area of 644.0 sq. ft. and is available at a price of Rs. 43.79 Lac. Anshul Kanvas is well connected to the city areas and features a large number of amenities to fit your needs. It is equipped with highlights such as Children's Play Area, Car Parking, 24/7 Water Supply, Senior Citizen S...more",3
https://mediacdn.99acres.com/media1/16332/8/326648524M-1635768333267.jpg,Kumar Samruddhi4.5 ★,Vishrantwadi,Apartment,"₹ 74 L₹ 9,959/sq.ft.",743 sq.ft. (69 sq.m.) Carpet Area,2 BHK,"Make Kumar Samruddhi your next home. Book your 2 BHK flat in Vishrantwadi, Pune. With a carpet area of 743.0 sq. ft., the flat combines the finest design and amenities in Pune to provide a living experience unlike any other. Here is an exclusive deal for you. Buy your 2 BHK flat for Rs. 74 Lac. It is an under construction property which is unique in its perfect harmony of classic form and moder...more",3
https://mediacdn.99acres.com/media1/16609/19/332199608M-1638612396057.jpg,Vaishnavi Homes,Hinjewadi,Apartment,"₹ 37.01 L₹ 9,306/sq.ft.",397 sq.ft. (37 sq.m.) Carpet Area,1 BHK1 Bath,"Vaishnavi Homes offers 1 BHK flats in Marunji, Pune. These are a ready to move flats. There are a total of 2 towers in the project. The project is a nicely designed and offers an excellent infrastructure to the residents. It spreads across a carpet area of 397.73 sq. ft. You can now get it for Rs. 37.01 Lac. Vaishnavi Homes offers inclusion of essential amenities like 24/7 Power Backup, Club Ho...more",3
https://mediacdn.99acres.com/media1/16564/4/331284448M-1638248249530.jpg,Excellaa Florence,Pirangut,Apartment,₹ 33.11  - 33.9 L,581-597 sq.ft. (54-55 sq.m.) Carpet Area,2 BHK2 Baths,"The project offers 2 BHK apartments in Pirangut, Pune. These apartments have a carpet area, ranging from 581.0 sq. ft. to 597.0 sq. ft. and are available at a price range starting from Rs. 33.11 Lac to Rs. 33.9 Lac. It is a new launch project, with 4 towers and features an array of facilities including a Fire Fighting Systems, Swimming Pool, Sewage Treatment Plant, Changing Area, Gazebo. Furthe...more",3
https://mediacdn.99acres.com/media1/16990/10/339810124M-1642489937488.jpg,JD Gaatha,Lohegaon,Apartment,₹ 53  - 59.39 L,722-819 sq.ft. (67-76 sq.m.) Carpet Area,2 BHK,"Live in a world of comfort and style at JD Gaatha, located in Lohegaon, Pune. Book your 2 BHK apartment now. Sprawling across a carpet area of 722.0 sq. ft. - 819.0 sq. ft., these are a new launch apartments. These are available at a price range of Rs. 53 Lac to Rs. 59.39 Lac. All the 2 towers have with aesthetically crafted interiors as well as exteriors. The project has the latest fire-fighti...more",3
https://mediacdn.99acres.com/media1/16224/15/324495940M-1634725106921.jpg,Raghunandan Kasturi,Kondhwa Budruk,Apartment,"₹ 40.59  - 46.94 L₹ 6,482/sq.ft.",626-724 sq.ft. (58-67 sq.m.) Carpet Area,2 BHK2 Baths,"Experience a new style of living with Raghunandan Kasturi. The project offers an exclusive range of 2 BHK flats in Kondhwa Budruk, Pune at a price range of Rs. 40.59 Lac - Rs. 46.94 Lac. These flats have a carpet area ranging from 626.36 sq. ft. - 724.0sq. ft. It is an under construction project. The design is done keeping every small to large needs of residents in consideration. Plus, a compre...more",3
https://mediacdn.99acres.com/media1/17317/13/346353052M-1645676481729.jpg,Pride World City4.0 ★,Lohegaon,Apartment,"₹ 54.8 L₹ 7,548/sq.ft.",726 sq.ft. (67 sq.m.) Carpet Area,2 BHK,"Make Pride World City your next home. Book your 2 BHK flat in Lohegaon, Pune. With a carpet area of 726.0 sq. ft., the flat combines the finest design and amenities in Pune to provide a living experience unlike any other. Here is an exclusive deal for you. Buy your 2 BHK flat for Rs. 54.8 Lac. It is an under construction property which is unique in its perfect harmony of classic form and modern...more",4
https://mediacdn.99acres.com/media1/16990/10/339810134M-1642489937859.jpg,JD Gaatha,Lohegaon,Apartment,₹ 71.17  - 74.99 L,"998-1,056 sq.ft. (93-98 sq.m.) Carpet Area",3 BHK,"Enjoy a blissful living experience in JD Gaatha. This residential project encompasses 3 BHK flats in Lohegaon, Pune and brings you the best of both the worlds – excellent aesthetics and exemplary lifestyle. Its unique highlights include facilities like Rain Water Harvesting, 24/7 Power Backup, Lift(s), 24/7 Water Supply, 24x7 Security and many others. All of these and the other features make th...more",4
https://mediacdn.99acres.com/media1/16771/18/335438300M-1640167507387.jpg,TCG Cliff Garden,Hinjewadi,Apartment,₹ 35.5 L,461 sq.ft. (43 sq.m.) Carpet Area,1 BHK1 Bath,"TCG Cliff Garden offers 1 BHK flats in Hinjewadi, Pune. These are a new launch flats. There are a total of 3 towers in the project. The project is a nicely designed and offers an excellent infrastructure to the residents. It spreads across a carpet area of 461.0 sq. ft. You can now get it for Rs. 35.5 Lac. TCG Cliff Garden offers inclusion of essential amenities like Wi-Fi Connectivity, InterCo...more",4
https://mediacdn.99acres.com/media1/16332/17/326657482M-1635771284177.jpg,Kumar Papillon4.6 ★,Pashan,Apartment,"₹ 99.6 L₹ 8,721/sq.ft.","1,142 sq.ft. (106 sq.m.) Carpet Area",3 BHK3 Baths,"Make Kumar Papillon your next home. Book your 3 BHK flat in Pashan, Pune. With a carpet area of 1142.0 sq. ft., the flat combines the finest design and amenities in Pune to provide a living experience unlike any other. Here is an exclusive deal for you. Buy your 3 BHK flat for Rs. 1 Crore. It is a new launch property which is unique in its perfect harmony of classic form and modern construction...more",4
https://mediacdn.99acres.com/media1/16829/13/336593070M-1640777110337.jpg,Greenville,Hadapsar,Apartment,₹ 89.01 L,992 sq.ft. (92 sq.m.) Carpet Area,3 BHK3 Baths,"Live in a world of comfort and style at Greenville located in Hadapsar, Pune. Book your 3 BHK apartment now. Sprawling across a carpet area of 992.0 sq. ft, it is a new launch property available for Rs. 89.01 Lac.

The project has 1 towers, each of them with aesthetically crafted interiors as well as exteriors The project has the latest amenities like , etc.more",4
